Horodateur,Combien de personnes sont impliquées dans la réalisation de vos vidéos ?,"Si vous êtes plusieurs à travailler de façon régulière, combien êtes-vous exactement (vous compris) ?",Représentez-vous une institution ?,La ou les personnes chargées de la gestion de la chaîne et de la création de vidéos s’y consacrent-elles à plein temps ?,"Si non, quel pourcentage de temps y consacrent-elles ?",Est-ce qu'au moins une d'entre elles possède une formation en audio-visuel ?,Est-ce qu'au moins une d'entre elles possède une formation en communication / vulgarisation scientifique ?,"Votre institution se sert-elle de cette chaîne pour promouvoir avant tout la science (démarche de vulgarisation) ou promouvoir l’institution en elle-même (présentation de son fonctionnement, de ses membres...) ?","Sur une échelle de 1 à 5, à quel point la publication de vidéos représente une priorité dans la stratégie de communication scientifique de l’institution ?",Etes-vous satisfaits de l’état actuel de votre chaîne ou souhaiteriez-vous la développer encore plus ?,"La création de la chaîne a-t-elle suscité des réticences au sein de l’institution (si vous ne le savez pas, passez à la question suivante) ?","Avez-vous remarqué des retombées positives pour l’institution obtenues par l’intermédiaire de la chaîne (messages de remerciements, d’encouragement, contacts avec d’autres institutions...)",Votre chaîne a-t-elle été créée par une société de production ?,"Quel âge avez-vous ? Si plusieurs personnes travaillent sur la chaîne, indiquez l’âge de la personne le plus souvent devant la caméra. Si toutes les personnes passent autant de temps devant la caméra, indiquez la moyenne d’âge.",Dans quel pays vivez-vous (ou la plupart de vos membres pour les collectifs) ?,Quel est votre genre ?,Quel est le niveau de votre diplôme le plus élevé,Avez-vous une formation en audio-visuel ?,"Quelle est votre situation professionnelle ? (CSTI signifie Culture Scientifique, Technique et Industrielle.)","Si vous êtes salarié, votre contrat de travail est-il...",Sur quelles plateformes hébergez-vous vos vidéos ?,Combien de chaînes de vulgarisation / communication scientifique avez-vous ?,Depuis combien d’années votre chaîne (la plus ancienne encore active si vous en avez plusieurs) existe-t-elle ?,Aviez-vous déjà une audience sur le web avant de lancer cette chaîne ?,Combien avez-vous d'abonnés ?,De quel(s) domaine(s) traitent vos vidéos ?,"Avec votre chaîne, considérez-vous que vous faites : (choix multiple)",Quel(s) public(s) ciblez-vous sur votre chaîne ? (choix multiples possibles),Proportion de femmes qui regardent vos vidéos (selon les statistiques Youtube obtenues comme indiqué ci-dessus) :,Proportion de 13-17 ans :,Proportion de 18-24 ans :,Proportion de 25-34 ans :,Proportion de 35-44 ans :,Proportion de 45-54 ans :,Proportion de 55-64 ans :,Proportion de plus de 65 ans :,Combien de vidéos publiez-vous par an en moyenne ?,Quels types de plans trouve-t-on dans vos vidéos ? [Du face caméra],Quels types de plans trouve-t-on dans vos vidéos ? [De la voix off],Quels types de plans trouve-t-on dans vos vidéos ? [Des animations],Quels types de plans trouve-t-on dans vos vidéos ? [De la stop motion],Comment financez-vous la production de vos vidéos ? (choix multiple),"Quelle somme d'argent, en euros, vous rapportent actuellement vos vidéos *chaque mois* ? Nous vous rappelons que ce questionnaire est entièrement anonyme. ","Sans compter le temps de travail, votre activité de vidéaste a un bilan financier (depuis la création de votre chaîne) :","Si (et seulement si) le bilan financier de votre chaîne est positif, est-ce votre source principale de revenu ?","Si ça n'est pas déjà le cas, espérez-vous que votre activité de vidéaste vous rapporte de l'argent un jour ?",Votre domaine d'activité professionnelle/d'étude/de formation est-il en lien avec la thématique de vos vidéos ?,"Avez-vous déjà été invité à participer à au moins un événement en tant que vidéaste ? (conférence, table-ronde, salon...)","Si oui, avez-vous été rémunéré pour cela (en dehors de la prise en charge des frais de transport) ?","Si cela fait plusieurs années que vous intervenez dans des événements en tant que vidéaste, avez-vous perçu une évolution de la façon dont vous êtes considéré(e) ?",Votre activité de vidéaste vous a-t-elle conduit à : [Publier un ou plusieurs livres],Votre activité de vidéaste vous a-t-elle conduit à : [Intervenir à la radio],Votre activité de vidéaste vous a-t-elle conduit à : [Intervenir à la télévision],Votre activité de vidéaste vous a-t-elle conduit à : [Participer à une ou plusieurs tables-rondes],Votre activité de vidéaste vous a-t-elle conduit à : [Donner une ou plusieurs conférences],Votre activité de vidéaste vous a-t-elle conduit à : [Intervenir sur un stand],Votre activité de vidéaste vous a-t-elle conduit à : [Réaliser au moins une vidéo (gratuitement) pour une institution],Votre activité de vidéaste vous a-t-elle conduit à : [Réaliser au moins une vidéo rémunérée pour une institution],Vos vidéos ont-elles été partagées de la façon suivante par des vidéastes aux communautés plus importantes que la vôtre ? Et ces partages ont-ils eu un impact (nombre de vues ou d'abonnés) ? [Partage (sans commentaire ajouté) sur les réseaux sociaux],Vos vidéos ont-elles été partagées de la façon suivante par des vidéastes aux communautés plus importantes que la vôtre ? Et ces partages ont-ils eu un impact (nombre de vues ou d'abonnés) ? [Partage avec commentaire personnel sur les réseaux sociaux],Vos vidéos ont-elles été partagées de la façon suivante par des vidéastes aux communautés plus importantes que la vôtre ? Et ces partages ont-ils eu un impact (nombre de vues ou d'abonnés) ? [Mention rapide dans une de leurs vidéos],Vos vidéos ont-elles été partagées de la façon suivante par des vidéastes aux communautés plus importantes que la vôtre ? Et ces partages ont-ils eu un impact (nombre de vues ou d'abonnés) ? [Mention appuyée dans une de leurs vidéos],"Vos vidéos ont-elles été partagées de la façon suivante par des vidéastes aux communautés plus importantes que la vôtre ? Et ces partages ont-ils eu un impact (nombre de vues ou d'abonnés) ? [Apparition dans une de leurs vidéos (""Collaboration"")]","Sur une échelle de 1 à 5, à quel point pensez-vous que l’écosystème Youtube *de vulgarisation* soit ""méritocratique"" (qu’il existe une bonne corrélation entre qualité de la chaîne et nombre d’abonnés, et que les bonnes petites chaînes finiront toujours par percer) ?",Pensez-vous mériter votre nombre d’abonnés actuel ?,Avez-vous déjà invité d’autres vidéastes à intervenir sur votre chaîne ?,Avez-vous déjà été invité à intervenir sur d’autres chaînes ?,Pensez-vous que ce soit important que les vidéastes scientifiques populaires donnent de la visibilité aux plus petites chaînes de qualité ?,"Quels sont pour vous les trois critères les plus importants pour faire une ""bonne"" vidéo de vulgarisation / communication scientifique ?",Etes-vous heureux(se) actuellement dans votre travail de vulgarisation / communication scientifique en vidéo ?
2020/07/12 9:47:11 AM UTC+2,Je travaille seul(e),,"Non (je publie des vidéos à titre individuel, pour un collectif ou une société de production...)",,,,,,,,,,Non,32,France,Masculin,Bac +8 et au-delà,"Non, j'apprends sur le tas","Indépendant(e) (autoentreprise, profession libérale...)",,Youtube,2,5,Non,17000,Anthropologie;Biologie;Neurosciences;Philosophie;Psychologie,"De la vulgarisation (transmission de contenu);De l' ""ouverture de portes"" / de l’éveil de curiosité",Adolescents;Adultes,14,0.1,24.4,49.7,18.9,5.2,0.9,0.9,12,"Oui, et c'est le format principal",Oui,Non,Non,"Apports personnels / de l’institution;Publicités via la plateforme de diffusion;Dons (via Tipeee, uTip ou Patreon, par exemple)",This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,J'aimerais que cela devienne mon revenu principal,Oui (de façon directe),Oui,"Oui, parfois",Je ne pense pas,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui mais impact limité ou nul,Oui mais impact limité ou nul,"Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact moyen (centaines d’abonnés gagnés)",Non,2,2,Non,Oui,5,,Oui
2020/07/12 11:43:42 AM UTC+2,Je travaille seul(e),,"Non (je publie des vidéos à titre individuel, pour un collectif ou une société de production...)",,,,,,,,,,Non,30,France,Féminin,Bac +8 et au-delà,"Non, j'apprends sur le tas","Indépendant(e) (autoentreprise, profession libérale...)",,Youtube,1,5,Non,21530,Biologie;Chimie;Physique,"De la vulgarisation (transmission de contenu);De l' ""ouverture de portes"" / de l’éveil de curiosité",Enfants;Adolescents;Adultes,38,8,41,30,13,6,1,1,7,"Oui, et c'est le format principal",Oui,Non,Non,"Apports personnels / de l’institution;Dons (via Tipeee, uTip ou Patreon, par exemple);Sponsoring et partenariats autres que du placement de produits",This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,"Ce n'est pas l'objectif, peu m'importe",Oui (de façon directe),Oui,"Oui, parfois","Oui, très nettement",Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui mais impact limité ou nul,Oui mais impact limité ou nul,"Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact important (milliers d’abonnés gagnés)","Oui, impact moyen (centaines d’abonnés gagnés)",1,4,Oui,Oui,5,"pédagogie, dynamisme, attractivité",Oui
2020/07/12 12:34:51 PM UTC+2,Je travaille majoritairement seul(e) mais fais parfois appel à d'autres personnes,,"Non (je publie des vidéos à titre individuel, pour un collectif ou une société de production...)",,,,,,,,,,Non,25,France,Féminin,Bac +5,Oui mais elle date d'après le lancement de ma chaîne,"En recherche d'emploi dans la CSTI;Indépendant(e) (autoentreprise, profession libérale...)",,Youtube,1,3,Non,3890,Astronomie;Aérospatial,"De la vulgarisation (transmission de contenu);De l' ""ouverture de portes"" / de l’éveil de curiosité",Adolescents;Adultes,5.6,0,17.4,50.8,23.2,5.7,2.9,0,5,"Oui, et c'est le format principal",Oui,"Oui, et c'est le format principal",Non,"Apports personnels / de l’institution;Dons (via Tipeee, uTip ou Patreon, par exemple)",This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,J'aimerais que cela devienne un revenu d'appoint,A peu près,Oui,"Oui, parfois","Oui, sans plus",Non,Non,Non,Oui,Oui,Oui,Non,Oui,"Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact moyen (centaines d’abonnés gagnés)",Oui mais impact limité ou nul,2,4,Oui,Oui,5,"Fiabilité, prise en compte des erreurs, accessibilité",Oui
2020/07/12 1:57:59 PM UTC+2,Je travaille seul(e),,"Non (je publie des vidéos à titre individuel, pour un collectif ou une société de production...)",,,,,,,,,,Non,37,Allemagne,Masculin,Bac +8 et au-delà,"Non, j'apprends sur le tas",Salarié(e) dans l'Enseignement ou la Recherche,un CDD d'un an ou plus,Youtube,1,1.5,Non,180000,Sciences Cognitives,"De la vulgarisation (transmission de contenu);De l' ""ouverture de portes"" / de l’éveil de curiosité;Du divertissement",Adultes,11,2,28,41,15,7,2,2,6,"Oui, et c'est le format principal",Oui,Non,Non,"Apports personnels / de l’institution;Dons (via Tipeee, uTip ou Patreon, par exemple);Vente de produits dérivés",This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,"Ce n'est pas l'objectif, peu m'importe",Oui (de façon directe),Oui,"Oui, parfois",Non concerné(e),Non,Non,Non,Non,Oui,Non,Non,Oui,Oui mais impact limité ou nul,Oui mais impact limité ou nul,"Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact extrêmement important (dizaines de milliers d’abonnés gagnés)","Oui, impact important (milliers d’abonnés gagnés)",2,3,Oui,Oui,3,"Rigueur, divertissement, neutralité",Oui
2020/07/12 5:50:20 PM UTC+2,Je travaille seul(e),,"Non (je publie des vidéos à titre individuel, pour un collectif ou une société de production...)",,,,,,,,,,Non,26,France,Masculin,Bac +3,formation dans un domaine proche (graphisme) avec quelques cours d'audio-visuel,"Indépendant(e) (autoentreprise, profession libérale...)",,Youtube,1,5.75,Non,125000,Astronomie;Biologie;Droit;Histoire;Linguistique;Mathématiques;Philosophie;Physique;Scepticisme / Zététique,"De l' ""ouverture de portes"" / de l’éveil de curiosité;Du divertissement",Adultes,6,4.2,31.8,36.8,16.3,7.1,2.1,1.7,6,"Oui, et c'est le format principal",Oui,Oui,Non,"Publicités via la plateforme de diffusion;Dons (via Tipeee, uTip ou Patreon, par exemple);Aides et subventions (type CNC, régions...);Sponsoring et partenariats autres que du placement de produits",This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,J'aimerais que cela devienne mon revenu principal,Non,Oui,"Oui, parfois",Difficile à dire,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui mais impact limité ou nul,"Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact important (milliers d’abonnés gagnés)",,3,Oui,Oui,2,"sujet intéressant, mise en forme, message mémorable",
2020/07/13 9:26:27 AM UTC+2,Je travaille majoritairement seul(e) mais fais parfois appel à d'autres personnes,4,"Non (je publie des vidéos à titre individuel, pour un collectif ou une société de production...)",,,,,,,,,,Non,33,France,Masculin,Bac +5,"Non, j'apprends sur le tas",Salarié(e) dans l'Enseignement ou la Recherche,un CDI,Youtube,1,5,Non,20600,Chimie,"De la vulgarisation (transmission de contenu);De l'enseignement (transmission de contenu précis et détaillé);De l' ""ouverture de portes"" / de l’éveil de curiosité",Adolescents;Adultes;Spécialistes du domaine traité,49.2,1.1,68.3,21.1,5.1,3.6,0.5,0.2,12,"Oui, et c'est le format principal",Oui,Oui,Non,"Publicités via la plateforme de diffusion;Dons (via Tipeee, uTip ou Patreon, par exemple);Sponsoring et partenariats autres que du placement de produits",This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,J'aimerais que cela devienne un revenu d'appoint,Oui (de façon directe),Oui,"Oui, parfois","Oui, sans plus",Non,Non,Oui,Oui,Oui,Oui,Non,Oui,"Oui, impact important (milliers d’abonnés gagnés)",Non,"Oui, impact important (milliers d’abonnés gagnés)",Non,Non,3,5,Oui,Oui,3,"- Bien cibler son audience
- Divertir de manière utile, utiliser des analogies qui parlent à tous
- Faire le tri dans les informations à donner",Oui
2020/07/13 9:26:50 AM UTC+2,Je travaille seul(e),,"Non (je publie des vidéos à titre individuel, pour un collectif ou une société de production...)",,,,,,,,,,Non,32,Italie,Masculin,Bac +8 et au-delà,"Non, j'apprends sur le tas",Doctorant(e) sans rémunération,,Youtube;Vimeo,1,4,Oui,1200,Histoire;Mathématiques,"De la vulgarisation (transmission de contenu);De l' ""ouverture de portes"" / de l’éveil de curiosité",Adolescents;Adultes;Spécialistes du domaine traité,8,0,8,54,16,14,2,4,12,"Oui, et c'est le format principal",Non,Non,Non,Droits d'auteur,This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,"Ce n'est pas l'objectif, peu m'importe",Oui (de façon directe),Oui,"Oui, parfois",Difficile à dire,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui mais impact limité ou nul,Oui mais impact limité ou nul,Non,Non,Non,3,3,Oui,Oui,4,"Qualité scientifique, narration, tonalité",Oui
2020/07/13 3:44:55 PM UTC+2,Je travaille seul(e),,"Non (je publie des vidéos à titre individuel, pour un collectif ou une société de production...)",,,,,,,,,,Non,38,Norvège,Masculin,Bac +8 et au-delà,"Non, j'apprends sur le tas",En recherche d'emploi dans l'Enseignement ou la Recherche;En recherche d'emploi dans un autre domaine,,Youtube,1,4.75,Non,7300,Astronomie;Dans une moindre mesure environement et vie d'expat en Norvège,"De la vulgarisation (transmission de contenu);De l' ""ouverture de portes"" / de l’éveil de curiosité",Adolescents;Adultes,2.8,0.4,19.9,48.9,23.1,6.4,0.5,0.7,15,Oui,Oui,Non,Non,"Apports personnels / de l’institution;Dons (via Tipeee, uTip ou Patreon, par exemple)",This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,Amortir les frais me suffi(rai)t,Non,Non,Non concerné(e),Non concerné(e),Non,Non,Non,Non,Non,Non,Non,Non,Oui mais impact limité ou nul,Oui mais impact limité ou nul,Oui mais impact limité ou nul,"Oui, impact moyen (centaines d’abonnés gagnés)",Non,1,3,Oui,Oui,4,"Exactitude de l'information, information sourcée, clarté/compréhensibilité du message.",Non
2020/07/13 11:25:22 PM UTC+2,Je travaille seul(e),,"Non (je publie des vidéos à titre individuel, pour un collectif ou une société de production...)",,,,,,,,,,Non,23,France,Masculin,Bac +5,Oui mais pas dans l'univers du montage vidéo. C'était une formation en lien avec la musique et l'ingénierie sonore. ,"Etudiant(e);""Chercheur bénévole"" dans un certains sens",,Youtube,1,3,Non,2174,Environnement;Paléontologie,De la vulgarisation (transmission de contenu);De l'enseignement (transmission de contenu précis et détaillé),Adolescents;Adultes;Spécialistes du domaine traité,15.6,0.7,18.3,28.5,23.6,11.1,9.9,7.9,7,"Oui, et c'est le format principal",Oui,Oui,Non,"Apports personnels / de l’institution;Dons (via Tipeee, uTip ou Patreon, par exemple)",This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,Amortir les frais me suffi(rai)t,Oui (de façon directe),Oui,"Oui, exceptionnellement",Je ne pense pas,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui mais impact limité ou nul,"Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact important (milliers d’abonnés gagnés)","Oui, impact moyen (centaines d’abonnés gagnés)",3,4,Oui,Oui,5,Un propos clair et qui est bien structuré ; un son de bonne qualité ; de bonnes illustrations,Oui
2020/07/14 4:57:23 PM UTC+2,Nous sommes plusieurs à travailler sur les vidéos de façon régulière,3,"Non (je publie des vidéos à titre individuel, pour un collectif ou une société de production...)",,,,,,,,,,Non,33,France,Féminin,Bac +8 et au-delà,"Non, j'apprends sur le tas","Indépendant(e) (autoentreprise, profession libérale...)",,Youtube,1,5,Non,420000,Histoire,"De la vulgarisation (transmission de contenu);De l' ""ouverture de portes"" / de l’éveil de curiosité;Du divertissement",Adultes,32.7,5.2,41.2,33.4,11.3,5.8,1.4,1.8,20,"Oui, et c'est le format principal",Oui,"Oui, et c'est le format principal",Non,"Publicités via la plateforme de diffusion;Dons (via Tipeee, uTip ou Patreon, par exemple);Aides et subventions (type CNC, régions...);Sponsoring et partenariats autres que du placement de produits;Droits d'auteur",This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,This answer has been deleted for confidentiality reasons,Amortir les frais me suffi(rai)t,Oui (de façon directe),Oui,"Oui, exceptionnellement","Oui, sans plus",Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui mais impact limité ou nul,Oui mais impact limité ou nul,"Oui, impact moyen (centaines d’abonnés gagnés)","Oui, impact important (milliers d’abonnés gagnés)","Oui, impact extrêmement important (dizaines de milliers d’abonnés gagnés)",2,2,Oui,Oui,4,"Fond valide, clarté, forme accrocheuse",Oui
